,Customer,clust,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount
3403,WI65397,2,3,0,1,0,32,1,0,0,0,0,1,0,0,5,1,0.07036094703391835,0.3609085726287995,0.16033755274261605,0.08571428571428572,0.09090909090909091,0.2,0.75,0.0527731100428058
3404,OQ69520,0,0,0,0,4,46,1,0,0,0,0,2,0,0,0,2,0.07375880419246997,0.354127284183995,0.03375527426160337,0.37142857142857144,0.15151515151515152,0.8,0.125,0.023298364187974874
3405,QK12068,1,3,0,0,3,5,4,0,1,2,1,5,3,0,0,2,0.04170231086201578,0.0,0.05485232067510549,0.4,0.43434343434343436,0.0,0.375,0.2461088692081782
3406,KF98735,3,1,0,1,0,20,1,1,2,1,2,8,1,0,0,1,0.021810639301448678,0.4119282663706104,0.16033755274261605,0.5714285714285714,0.06060606060606061,0.8,0.0,0.12564704946557367
3407,BH28530,1,1,0,2,3,3,1,1,1,1,1,4,3,3,4,1,0.24186084402405644,0.5121373060881568,0.5063291139240507,0.8,0.23232323232323232,0.0,0.125,0.32126175105019633
3408,DW62043,0,3,0,0,1,50,1,0,1,0,0,2,1,2,0,1,0.006804239779365305,0.3022174213100489,0.008438818565400843,0.5142857142857142,0.7474747474747475,0.0,0.0,0.10448886776580799
3409,AF41118,0,1,0,1,1,49,2,1,1,1,1,4,0,1,5,2,0.06579736698756518,0.10712035286704474,0.13924050632911392,0.34285714285714286,0.3333333333333333,0.0,0.75,0.15592086396686655
3410,KI82366,1,0,0,2,1,1,4,1,1,2,1,5,3,2,0,1,0.06772850579521729,0.0,0.21518987341772153,0.9142857142857143,0.7474747474747475,0.0,0.5,0.27869401618874823
3411,GF97506,1,2,1,0,3,13,4,1,1,1,1,4,1,3,4,1,0.08782029265235598,0.0,0.24472573839662448,0.2571428571428571,0.08080808080808081,0.0,0.25,0.1973982802580428
3412,UQ62739,1,3,1,1,1,7,4,1,1,1,0,2,1,0,3,1,0.029130581235842536,0.0,0.25738396624472576,0.7714285714285715,0.020202020202020204,0.0,0.0,0.2508594529380904
3413,WY58555,3,3,1,0,0,15,1,1,1,1,1,5,1,2,5,1,0.037230011151490106,0.2563687100549104,0.008438818565400843,0.7714285714285715,0.5252525252525253,0.0,0.75,0.1213808459160125
3414,PU11172,3,3,0,1,3,21,4,0,1,2,1,5,0,3,0,1,0.020164765779870433,0.0,0.16033755274261605,0.37142857142857144,0.8787878787878788,0.0,0.0,0.4005194187807952
3415,DN30013,1,3,0,0,1,4,1,0,2,1,1,5,2,1,0,2,0.04508166494310142,0.5330512797431513,0.0379746835443038,0.34285714285714286,0.9797979797979798,0.0,0.875,0.08652356226891533
3416,ZI60303,3,3,0,1,3,17,4,1,1,2,1,4,2,1,4,1,0.09725254443508745,0.0,0.3291139240506329,0.2571428571428571,0.2222222222222222,0.0,0.625,0.34588743058045374
3417,MR56401,2,3,0,0,1,28,1,0,1,1,1,5,2,2,0,0,0.007919180739401007,0.37079045018553525,0.012658227848101266,0.02857142857142857,0.010101010101010102,0.0,0.0,0.10614796441745504
3418,FM14335,1,4,1,1,1,8,1,0,0,0,1,3,1,0,0,1,0.10545480351786339,0.6111961272641802,0.11814345991561181,0.6285714285714286,0.9393939393939394,0.0,0.125,0.017058316760982687
3419,FK54851,3,1,0,1,3,20,1,1,1,1,1,5,1,1,5,1,0.05418807372175868,0.79895180084216,0.0759493670886076,0.6285714285714286,0.6868686868686869,0.2,0.75,0.19656873193221924
3420,YF38355,0,4,0,0,4,41,1,1,1,0,1,5,1,3,3,1,0.07624234450907796,0.8159550314559766,0.16877637130801687,0.05714285714285714,0.5656565656565656,0.0,0.625,0.21891103199661874
3421,TN39471,0,0,0,1,3,56,4,0,1,1,1,4,3,0,5,1,0.018421319849198873,0.0,0.1308016877637131,0.2,0.7575757575757576,0.0,0.0,0.2114468830126235
3422,MT53449,2,0,1,1,4,32,3,0,1,1,1,5,1,0,5,1,0.17689333823774384,0.19617727368199958,0.10126582278481013,0.6,0.32323232323232326,0.0,0.125,0.19837438834304089
3423,DV22542,3,1,0,0,3,16,1,1,2,0,1,5,1,1,5,0,0.010124372989239724,0.5863113991658415,0.029535864978902954,0.22857142857142856,0.6060606060606061,0.0,0.0,0.10094112599753363
3424,TO82744,0,1,0,1,3,47,4,0,1,2,1,5,2,0,2,0,0.1706016869430398,0.0,0.6371308016877637,0.8,0.5151515151515151,0.0,0.375,0.5275585139358058
3425,OG17756,2,0,1,1,1,29,3,0,1,0,1,4,0,0,4,1,0.03692722638838513,0.12904451845850712,0.3291139240506329,0.08571428571428572,0.5151515151515151,0.0,0.0,0.2305802132909838
3426,DO51363,0,3,0,1,0,48,1,0,1,1,1,3,1,2,5,1,0.023183200323319428,0.2632300137026035,0.14767932489451477,0.6571428571428571,0.29292929292929293,0.0,0.0,0.23479444736615782
3427,BJ26599,2,3,0,0,0,27,3,1,1,2,1,5,0,0,0,2,0.028280553818622087,0.2026685070163331,0.008438818565400843,0.8857142857142857,0.020202020202020204,0.0,0.75,0.129048495201912
3428,LX24476,1,3,0,1,0,13,4,0,2,1,1,5,1,3,0,1,0.021136053352905446,0.0,0.15611814345991562,0.7714285714285715,0.47474747474747475,0.0,0.0,0.10740683338172878
3429,IO63361,2,0,0,1,1,31,1,1,0,0,1,3,0,1,3,1,0.03663026108106687,0.5282903751712825,0.26582278481012656,0.45714285714285713,0.898989898989899,0.0,0.0,0.09761080296949032
3430,SD30853,0,3,0,0,1,54,1,0,1,2,1,3,2,0,0,2,0.1325002477577457,0.639301467278783,0.012658227848101266,0.11428571428571428,0.1414141414141414,0.0,0.125,0.10614796441745504
3431,OJ41819,2,3,0,0,1,35,4,0,1,0,1,3,2,2,0,2,0.036239584154785565,0.0,0.02109704641350211,0.3142857142857143,0.6060606060606061,0.0,0.25,0.10946615772074915
3432,MO63575,0,3,1,1,0,43,3,0,1,2,0,2,0,0,3,1,0.029916922477565194,0.2390854262309839,0.2616033755274262,0.02857142857142857,0.6767676767676768,0.6,0.0,0.20403466686463098
3433,BV16459,0,3,0,1,1,38,4,1,2,1,1,5,2,2,5,1,0.0586953775086405,0.0,0.1518987341772152,0.2857142857142857,0.7777777777777778,0.2,1.0,0.08694357848595603
3434,YV93784,2,0,0,0,4,37,1,0,2,1,1,5,0,1,3,1,0.08688851088506093,0.6974925235794801,0.2109704641350211,0.3142857142857143,0.0707070707070707,0.0,0.25,0.14666612282400146
3435,UF32055,3,1,0,2,0,22,1,1,2,0,1,4,1,3,3,1,0.06399922591191047,0.6971324551664816,0.5063291139240507,0.2571428571428571,0.494949494949495,0.0,0.0,0.22322534727520685
3436,UQ16798,2,0,1,1,1,29,1,0,1,1,1,4,0,1,3,1,0.10206543053324714,0.3548874286114362,0.2869198312236287,0.6,0.5959595959595959,0.0,0.25,0.2139892467745133
3437,LS59637,1,0,1,0,1,13,3,0,1,1,0,1,1,1,5,0,0.010088736570247706,0.1403266620657925,0.046413502109704644,0.3142857142857143,0.030303030303030304,0.0,0.0,0.11942073763063145
3438,TX35617,1,1,0,0,0,11,1,0,2,1,1,5,1,1,3,1,0.031532352981114085,0.5091867454816416,0.21518987341772153,0.3142857142857143,0.3939393939393939,0.0,0.0,0.11715612496741953
3439,EX89625,3,0,0,0,0,21,1,0,1,1,1,3,1,3,5,1,0.04538309630384005,0.9642432062091797,0.03375527426160337,0.45714285714285713,0.6464646464646465,0.0,0.875,0.1144434476756903
3440,FD11364,3,3,0,1,0,20,1,0,1,2,2,8,1,2,0,1,0.05982004750653906,0.7701563297026435,0.10126582278481013,0.11428571428571428,0.5858585858585859,0.0,0.25,0.1409889941020431
3441,FA90076,0,3,0,0,0,54,4,0,1,2,1,5,1,1,5,1,0.006835314243526104,0.0,0.046413502109704644,0.7142857142857143,0.04040404040404041,0.0,0.0,0.17914821708992523
3442,BG96711,2,1,0,0,0,23,1,1,1,0,0,2,1,1,0,2,0.00833101909979983,0.2473669997299487,0.02531645569620253,0.11428571428571428,0.494949494949495,0.0,0.0,0.1111252543723962
3443,PW31239,0,3,1,0,1,42,1,0,0,1,1,5,0,0,3,1,0.02928917135661587,0.4087176563547074,0.20253164556962025,0.45714285714285713,0.7070707070707071,0.2,0.0,0.05766699893729433
3444,MD95935,3,1,0,0,0,23,1,0,1,1,0,2,2,3,5,1,0.048477782784837505,0.43153199107830487,0.05063291139240506,0.02857142857142857,0.0,0.0,0.625,0.1784642282262534
3445,UL10037,1,3,1,1,1,8,1,0,0,0,0,0,1,0,0,1,0.10545480351786339,0.6111961272641802,0.11814345991561181,0.6285714285714286,0.9393939393939394,0.0,0.125,0.017058316760982687
3446,RE67051,2,1,0,0,0,24,1,1,1,1,0,1,0,0,0,2,0.04435081165100749,0.3424250607615447,0.0379746835443038,0.08571428571428572,0.8787878787878788,0.0,0.875,0.11610254432733735
3447,SB44315,2,0,0,1,1,35,1,1,1,1,1,5,0,0,0,1,0.013672760927194936,0.3901741330852862,0.07172995780590717,0.7714285714285715,1.0,0.4,0.0,0.12937531754051373
3448,OX21474,1,1,0,0,3,12,1,1,1,2,1,3,2,3,0,1,0.009828977743615484,0.8888388793870835,0.03375527426160337,0.17142857142857143,0.020202020202020204,0.2,0.0,0.1144434476756903
3449,HN60464,2,1,0,1,0,31,4,1,2,1,1,4,2,1,0,1,0.051675422899706676,0.0,0.0970464135021097,0.0,0.5757575757575758,0.0,0.5,0.13675145628617102
3450,TJ51874,2,4,0,0,3,28,2,1,1,1,0,2,0,3,3,1,0.08179105910585627,0.13910643022174213,0.2320675105485232,0.34285714285714286,0.7474747474747475,0.4,0.875,0.27790967098813424
3451,PB63095,1,4,1,1,3,0,4,1,1,2,1,4,0,0,5,1,0.04508238078345686,0.0,0.0759493670886076,0.6,0.5353535353535354,0.2,0.75,0.14079551508955993
3452,VR81851,3,3,0,0,1,14,4,0,1,2,1,5,1,0,0,1,0.11229985679589065,0.0,0.012658227848101266,0.4,0.9191919191919192,0.0,0.125,0.14368612323863045
3453,DP13082,3,1,1,0,0,20,1,1,0,1,1,5,2,0,0,1,0.2664542842095132,0.7637251077704764,0.02109704641350211,0.7142857142857143,0.030303030303030304,0.0,0.125,0.029850803960441093
3454,LP34743,3,3,1,1,0,21,2,0,1,1,1,5,1,0,3,2,0.0347409173338851,0.13039477500725138,0.26582278481012656,0.8,0.494949494949495,0.0,0.0,0.2900824925011052
3455,GO75708,0,0,0,1,4,52,0,0,0,1,1,4,0,1,0,1,0.0510452509098101,0.17203268621037998,0.09282700421940929,0.14285714285714285,0.6262626262626263,0.8,0.875,0.016826370555695667
3456,UD99460,0,4,0,1,0,57,1,1,1,2,1,3,3,1,0,1,0.09525685647432981,0.6778487912703414,0.08860759493670886,0.8285714285714286,0.2727272727272727,0.0,0.125,0.17368027418670925
3457,MJ77630,3,3,0,1,3,22,1,1,2,1,1,5,0,0,3,1,0.5558034841522053,0.3989858073033876,0.3037974683544304,0.34285714285714286,0.31313131313131315,0.0,0.125,0.21802937628399885
3458,OO49507,0,4,0,0,2,46,1,0,2,1,1,4,0,1,4,1,0.03232792166033799,0.52967063742111,0.21518987341772153,0.4,0.9292929292929293,0.0,0.0,0.147011237740123
3459,GB12561,0,3,0,0,1,43,4,0,1,2,0,2,0,0,4,1,0.06605067438420127,0.0,0.19831223628691982,0.3142857142857143,0.8484848484848485,0.4,0.25,0.26873943627886593
3460,PW69692,0,3,1,1,1,51,1,0,2,1,1,4,1,1,0,1,0.024113249749340142,0.9328972504775908,0.14345991561181434,0.08571428571428572,0.5454545454545454,0.0,0.0,0.09713035519384879
3461,SM36624,1,0,0,1,3,12,4,1,1,2,1,5,1,2,2,1,0.06332966936542606,0.0,0.6160337552742616,0.9142857142857143,0.9696969696969697,0.0,0.0,0.5151152890484529
3462,DA61021,0,1,0,0,4,47,1,1,2,1,1,4,0,0,2,1,0.16295547519478407,0.40474690191136314,0.5738396624472574,0.02857142857142857,0.8484848484848485,0.6,0.25,0.17928116603494387
3463,KJ72146,1,3,0,0,0,9,1,1,1,0,1,4,3,3,0,2,0.06421015197103033,0.3090087116552145,0.004219409282700422,0.2857142857142857,0.35353535353535354,0.0,0.125,0.10282977111416096
3464,XJ61632,1,3,0,0,0,4,4,1,1,2,1,3,0,3,0,1,0.0016823011978246525,0.0,0.004219409282700422,0.8285714285714286,0.5959595959595959,0.4,0.0,0.15426176731521948
3465,CO23919,3,3,0,0,0,21,1,0,0,2,2,7,1,0,3,1,0.35394491411037377,0.9062421860153429,0.20253164556962025,0.02857142857142857,0.48484848484848486,0.0,0.125,0.08411917624312433
3466,PV24005,0,3,0,0,3,56,4,1,1,2,1,3,2,3,0,2,0.028532233924652095,0.0,0.004219409282700422,0.34285714285714286,0.6868686868686869,0.0,0.25,0.21222005627115945
3467,YD22081,1,0,0,1,1,1,1,0,2,1,1,5,1,1,0,1,0.09582796618833078,0.456766785689281,0.08016877637130802,0.2,0.5555555555555556,0.0,0.125,0.11913309002042645
3468,SG51259,0,1,0,1,3,49,4,0,1,2,1,3,0,0,3,1,0.031989977995792174,0.0,0.2869198312236287,0.2857142857142857,0.1111111111111111,0.0,0.0,0.5137363937738512
3469,OK31456,1,1,1,2,0,13,1,0,1,2,0,2,1,0,1,1,0.11189262801558507,0.5165281403466658,0.9367088607594937,0.45714285714285713,0.43434343434343436,0.0,0.0,0.469490131128159
3470,UN38117,1,1,0,0,1,4,4,0,2,1,1,5,3,2,0,1,0.010015706829224503,0.0,0.05485232067510549,1.0,0.7777777777777778,0.0,0.0,0.1035335008084714
3471,TN17395,3,1,1,0,1,19,4,1,1,1,1,5,0,1,3,1,0.24814136392693398,0.0,0.1729957805907173,1.0,0.48484848484848486,0.0,0.125,0.16919363718004296
3472,UO49439,1,3,0,0,1,10,1,1,0,0,1,3,0,0,0,1,0.04587553136921292,0.9030615817005231,0.04219409282700422,0.2571428571428571,0.10101010101010101,0.2,0.25,0.007636801494468362
3473,JK13254,1,3,0,0,0,5,3,1,1,1,1,5,0,3,3,1,0.02872944309776931,0.2947059941388864,0.24050632911392406,0.6857142857142857,0.494949494949495,0.2,0.0,0.19573918360639572
3474,BL29240,0,3,0,0,0,48,1,1,0,1,0,1,1,2,0,1,0.011793082037984482,0.8190856262689911,0.05063291139240506,0.5714285714285714,0.7070707070707071,0.6,0.0,0.05229000702123135
3475,IP81759,0,2,0,1,3,51,1,1,1,2,1,3,3,2,1,2,0.09172356031628781,0.6062451865854512,0.7552742616033755,0.08571428571428572,0.5252525252525253,0.0,0.0,0.3981489751073358
3476,DY18947,2,0,0,2,3,37,1,0,0,1,1,5,0,2,0,1,0.08909143845421501,0.6043448255168482,0.22362869198312235,0.6571428571428571,0.4444444444444444,0.0,1.0,0.04753053502665305
3477,PY98041,1,3,0,0,0,9,1,1,1,2,1,5,1,3,0,1,0.04309200683420815,0.27171162520878966,0.04219409282700422,0.8285714285714286,0.5151515151515151,0.0,0.5,0.1177616409789844
3478,GP99578,1,2,0,0,3,1,4,0,1,2,1,5,0,1,2,1,0.06371528532778072,0.0,0.569620253164557,0.2857142857142857,0.3838383838383838,0.0,0.0,0.5684450920361073
3479,QB15706,2,4,0,2,1,30,4,0,1,1,2,8,2,0,3,2,0.18900949042848417,0.0,0.4092827004219409,0.08571428571428572,0.10101010101010101,0.0,0.125,0.2621030496722777
3480,PY42157,3,4,0,0,3,16,1,0,1,1,1,4,3,0,0,0,0.00705225028404258,0.6201778337884198,0.0,0.8857142857142857,0.9696969696969697,0.0,0.0,0.1011706744625139
3481,FM38725,2,3,0,0,3,37,4,0,1,2,1,5,3,3,0,1,0.006559975164882362,0.0,0.03375527426160337,0.05714285714285714,0.5050505050505051,0.0,0.0,0.2641083023231952
3482,QX84402,1,1,1,1,1,8,3,0,1,2,0,2,0,1,0,2,0.28942125845012895,0.13665596463328034,0.1518987341772152,0.02857142857142857,0.6666666666666666,0.0,0.125,0.1608981539218077
3483,DH95491,0,1,0,0,3,42,4,1,1,1,1,5,1,2,0,1,0.004069320717301046,0.0,0.0,0.7714285714285715,0.5757575757575758,0.0,0.0,0.1011706744625139
3484,JH36501,1,0,0,0,2,12,1,1,2,2,1,5,3,0,0,1,0.007489827568706394,0.9769156139666537,0.008438818565400843,0.6,0.494949494949495,0.0,0.0,0.061754273060717
3485,DG46291,1,2,0,2,3,10,1,0,2,1,1,3,0,2,0,1,0.09336017688940436,0.9629429591622408,0.23628691983122363,0.9428571428571428,0.8181818181818182,0.0,0.625,0.19128160913403436
3486,LY14355,0,4,0,0,3,43,1,0,1,1,1,4,1,3,5,2,0.012747318575967457,0.7386103359638331,0.05063291139240506,0.9714285714285714,0.5151515151515151,0.2,0.0,0.12107983428227849
3487,AU94279,0,1,0,0,3,45,1,1,1,2,1,5,2,0,5,1,0.04414994982415528,0.24980746341804944,0.046413502109704644,0.05714285714285714,0.6060606060606061,0.2,0.25,0.1956698247252285
3488,AG62140,0,1,0,0,1,49,1,0,1,1,1,4,0,0,0,2,0.04283961705282568,0.337224072573789,0.029535864978902954,0.5142857142857142,0.6767676767676768,0.2,0.25,0.1207452449518311
3489,YK66939,1,0,0,0,1,14,2,0,1,2,1,4,2,2,3,1,0.03054067488179377,0.2348446204778908,0.23628691983122363,0.17142857142857143,0.898989898989899,0.0,0.0,0.2911372410761011
3490,BA75404,1,3,0,0,2,7,1,0,2,1,1,5,1,2,0,1,0.04779526904773702,0.7723567477820786,0.04219409282700422,0.05714285714285714,0.494949494949495,0.0,0.75,0.0896922782224439
3491,ZG10765,1,2,1,1,0,7,4,0,1,1,1,4,1,0,0,2,0.046422257391166705,0.0,0.06329113924050633,0.22857142857142856,0.4444444444444444,0.0,0.25,0.12605712423721965
3492,TA22923,1,0,0,0,4,4,1,1,1,1,1,5,2,1,0,2,0.037410425247706706,0.4047068943099189,0.0,0.4857142857142857,0.21212121212121213,0.0,0.625,0.1011706744625139
3493,OM55336,0,2,1,0,1,52,1,1,2,2,1,4,1,0,5,1,0.06888896761439402,0.6093157699962993,0.012658227848101266,0.2857142857142857,0.6161616161616161,0.0,0.125,0.07987958598643612
3494,MB60322,2,0,1,0,2,38,1,0,2,1,2,7,1,1,0,1,0.04217813826903465,0.6894409937888198,0.02109704641350211,0.9142857142857143,0.30303030303030304,0.0,0.75,0.10696988988545453
3495,FS97588,2,3,0,0,0,38,1,0,2,1,1,5,3,1,0,1,0.04393276841160802,0.8826777087646653,0.029535864978902954,0.08571428571428572,0.020202020202020204,0.0,0.25,0.09232713040105059
3496,OX73233,0,3,0,0,1,42,4,0,1,2,0,2,2,3,5,2,0.004625463547962995,0.0,0.016877637130801686,0.6,0.40404040404040403,0.0,0.0,0.16172770224763122
3497,KR25511,2,4,1,1,3,25,1,1,1,2,0,1,0,0,0,1,0.0504401276831482,0.2688110741040798,0.06329113924050633,0.4857142857142857,0.7272727272727273,0.0,0.875,0.12605712423721965
3498,PE39479,0,4,0,1,1,52,1,1,2,1,0,2,0,1,0,0,0.20169398380477777,0.8860883567877896,0.06329113924050633,0.5428571428571428,0.010101010101010102,0.0,0.125,0.06902473322563167
3499,AO46433,1,1,0,2,0,9,4,0,1,1,1,4,0,1,0,1,0.0759022784133086,0.0,0.22362869198312235,0.02857142857142857,0.3939393939393939,0.2,0.5,0.18910279699980756
3500,CD71502,0,0,0,0,3,44,4,1,1,0,1,5,0,1,3,1,0.021690652648579414,0.0,0.17721518987341772,0.22857142857142856,0.7575757575757576,0.0,0.0,0.22213719106090432
3501,ZS94723,0,0,0,1,3,50,4,0,1,2,1,4,0,0,0,1,0.013042563049198212,0.0,0.08860759493670886,0.0,0.2828282828282828,0.0,0.0,0.20403466686463098
3502,EV32492,1,0,0,0,0,8,1,1,1,0,1,3,3,3,0,1,0.007345924388557258,0.4914533761414669,0.012658227848101266,0.2,0.9595959595959596,0.0,0.0,0.10614796441745504
3503,IW27109,3,3,0,0,1,23,4,1,1,2,1,5,0,0,5,1,0.03380527918529659,0.0,0.029535864978902954,0.4857142857142857,0.6666666666666666,0.0,0.25,0.24982480086257788
3504,XX37955,2,2,0,0,1,38,1,1,1,1,0,1,3,2,3,1,0.14865235107663413,0.6763985157179864,0.23628691983122363,0.14285714285714285,0.43434343434343436,0.0,0.125,0.19408008695474868
3505,MO68226,3,1,1,1,1,17,1,0,0,1,1,4,1,2,5,2,0.06834211086244688,0.7027635250697633,0.1350210970464135,0.8571428571428571,0.6666666666666666,0.0,0.5,0.0025048692144980043
3506,HY86417,2,0,0,1,1,28,1,0,1,1,0,2,1,2,5,1,0.021561493478315097,0.7414008661645712,0.12236286919831224,0.4,0.7676767676767676,0.0,0.0,0.16544375556911867
3507,WI14444,0,1,0,0,3,43,1,0,2,1,1,3,3,0,5,1,0.04593708474842239,0.7430011702223422,0.0379746835443038,0.7714285714285715,0.0,0.0,0.25,0.0959117068801526
3508,XC72555,1,3,0,0,3,10,1,0,2,1,1,5,3,3,3,2,0.03164837982309812,0.9796761384663086,0.21518987341772153,0.2571428571428571,0.13131313131313133,0.6,0.0,0.11223549523700294
3509,SZ37147,1,1,0,0,0,10,1,1,1,2,1,3,3,1,0,1,0.010092986087149246,0.41012792430561806,0.0379746835443038,0.6285714285714286,0.37373737373737376,0.0,0.0,0.11610254432733735
3510,HF44881,0,0,0,0,3,51,1,1,1,2,0,1,0,3,4,1,0.032475536872288616,0.2988067732869245,0.24472573839662448,0.2571428571428571,0.36363636363636365,0.2,0.0,0.1973982802580428
3511,GA98025,0,0,0,0,0,48,3,1,1,2,1,4,0,2,3,1,0.13481450513662682,0.261259639331473,0.24472573839662448,0.34285714285714286,0.5151515151515151,0.0,0.125,0.26062212410134133
3512,LO57874,1,3,1,0,0,3,3,1,1,0,0,2,0,0,0,0,0.004945313284921564,0.2590992288534822,0.008438818565400843,0.6,0.12121212121212122,0.0,0.0,0.10448886776580799
3513,VJ83206,0,1,0,0,1,51,1,1,0,1,1,4,3,1,0,1,0.07941495652943756,0.7213070483391845,0.0379746835443038,0.02857142857142857,0.98989898989899,0.0,0.125,0.03685917559035967
3514,CV35709,2,3,1,2,3,34,1,0,0,1,0,1,1,3,0,1,0.14892228732842727,0.8188755863614087,0.22784810126582278,0.2857142857142857,0.5555555555555556,0.0,0.125,0.08860233640537005
3515,VX67206,1,3,1,1,0,9,1,0,2,0,0,2,1,3,0,1,0.3179727351789188,0.3381242436062852,0.11814345991561181,0.9142857142857143,0.5959595959595959,0.0,0.125,0.13674783012305178
3516,WY38315,1,1,0,0,1,6,4,1,1,2,1,4,2,0,3,1,0.020765975162990006,0.0,0.189873417721519,0.5714285714285714,0.5151515151515151,0.0,0.0,0.2637621463239248
3517,AY52869,3,1,1,0,1,24,3,1,1,2,1,3,0,0,0,1,0.030558149865187876,0.10623018373490964,0.02531645569620253,0.8,0.2222222222222222,0.0,0.5,0.1111252543723962
3518,PT29055,3,3,0,0,0,18,4,0,1,2,1,5,0,3,0,1,0.05833220828527666,0.0,0.016877637130801686,0.9714285714285714,0.2727272727272727,0.0,0.125,0.1078070610691021
3519,HF62608,0,3,0,1,1,43,1,0,0,2,1,5,0,1,0,1,0.05962885118854493,0.4422140206639261,0.10126582278481013,0.42857142857142855,0.5858585858585859,0.0,0.25,0.026761539034753694
3520,PJ54354,1,1,0,0,0,10,4,1,1,1,1,3,0,2,0,1,0.03518246183480624,0.0,0.016877637130801686,0.2857142857142857,0.1111111111111111,0.0,0.25,0.12654550180356577
3521,VW13019,2,2,1,1,1,29,3,0,1,0,0,1,0,0,4,1,0.03692722638838513,0.12904451845850712,0.3291139240506329,0.08571428571428572,0.5151515151515151,0.0,0.0,0.2305802132909838
3522,PY80506,1,3,0,0,3,3,1,1,2,1,1,4,3,0,4,1,0.03520749767855263,0.7877196667366799,0.24472573839662448,0.22857142857142856,0.5656565656565656,0.6,0.0,0.1326234703504329
3523,CF46699,0,3,1,0,0,53,4,1,1,1,1,4,1,0,3,1,0.020502885061034874,0.0,0.1729957805907173,0.8,0.1111111111111111,0.0,0.0,0.22824035333607184
3524,SF15712,2,3,0,1,3,37,1,1,0,0,1,5,2,0,0,1,0.024632927483906948,0.5184285014152689,0.16033755274261605,0.02857142857142857,0.18181818181818182,0.0,0.0,0.06581449837839565
3525,MX69639,2,1,0,1,3,24,1,0,0,2,1,5,1,1,0,0,0.10493309554465739,0.307918504515858,0.12236286919831224,0.08571428571428572,0.050505050505050504,0.0,0.125,0.009868429588019848
3526,EZ41764,0,1,0,0,0,42,1,1,1,1,1,4,2,0,0,1,0.007380262435817065,0.7680659325271801,0.004219409282700422,0.34285714285714286,0.2727272727272727,0.0,0.0,0.10282977111416096
3527,BD58297,0,1,0,0,0,43,1,0,1,1,1,5,2,1,5,1,0.011845591259581966,0.7637051039697542,0.04219409282700422,0.11428571428571428,0.6161616161616161,0.4,0.0,0.1177616409789844
3528,FM55990,1,1,1,2,1,7,1,1,1,2,1,3,1,1,4,1,0.050250500284726024,0.6685170182334643,0.3924050632911392,0.9428571428571428,0.24242424242424243,0.0,0.0,0.25546666306568955
3529,LZ89104,2,3,0,1,3,39,1,1,1,1,1,5,3,0,0,0,0.06441357459520411,0.5980036206879307,0.12236286919831224,0.2571428571428571,0.8181818181818182,0.0,0.25,0.18230709494595465
3530,CI38330,2,4,0,0,0,26,1,1,0,1,1,4,1,1,0,1,0.008004413821353749,0.7223072383752913,0.012658227848101266,0.37142857142857144,0.15151515151515152,0.0,0.0,0.03147017872744149
3531,NT15165,0,1,0,2,0,45,1,0,2,1,0,0,1,1,5,1,0.1246480991202581,0.4333223312429362,0.16877637130801687,0.22857142857142856,0.1717171717171717,0.0,0.125,0.09835975410820252
3532,RQ77476,0,3,0,2,0,42,1,1,2,1,1,5,1,1,0,1,0.22797182352419143,0.8751862853942249,0.1729957805907173,0.5714285714285714,0.2828282828282828,0.0,0.125,0.14552082559279053
3533,QB15345,0,1,0,0,3,56,4,0,1,2,1,5,3,3,0,1,0.0108511586934243,0.0,0.05485232067510549,0.22857142857142856,0.13131313131313133,0.0,0.0,0.18412550704486635
3534,DX65548,3,0,1,0,1,20,1,0,1,0,1,3,1,2,0,1,0.036065302013689786,0.38720356867804884,0.02109704641350211,0.8857142857142857,0.696969696969697,0.8,0.625,0.10946615772074915
3535,RI52095,2,4,0,0,3,35,1,1,1,2,1,5,1,1,0,1,0.07015493968926403,0.518878586931517,0.02109704641350211,0.2857142857142857,0.16161616161616163,0.2,0.125,0.10946615772074915
3536,RK76184,0,0,0,0,1,54,4,1,1,1,1,5,1,3,0,1,0.0032083043664901606,0.0,0.0,0.2571428571428571,0.3939393939393939,0.0,0.0,0.1011706744625139
3537,EH86912,0,1,0,0,1,43,0,1,1,1,1,4,2,0,3,1,0.08010111628859652,0.2862243826327002,0.21518987341772153,0.5714285714285714,0.5757575757575758,0.0,1.0,0.27565082195756113
3538,TJ90326,2,1,0,1,2,35,1,0,0,1,1,5,1,2,0,2,0.14285148694937616,0.7505125973935047,0.10126582278481013,0.14285714285714285,0.2727272727272727,0.4,0.125,0.062373775257055245
3539,ES93923,0,3,0,2,0,52,1,0,1,1,1,3,1,0,0,2,0.08474183241006629,0.24554665386423422,0.2109704641350211,0.34285714285714286,0.06060606060606061,0.0,1.0,0.1852328641921055
3540,BY23642,1,0,0,0,0,5,4,0,1,2,1,5,0,1,5,2,0.033121985575319715,0.0,0.012658227848101266,0.45714285714285713,0.6262626262626263,0.0,0.625,0.15923905727016066
